location_id,longitude,latitude,start_date,start_time,weekday,duration,speed,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
1,121.576,24.986,2020/07/22,11:00,4,,,myhome,myhome1,myhome2,myhome3,myhome4,c1,c2,c3,c4,c5
2,121.443,24.433,2020/07/23,12:00,5,,,apple,apple1,apple2,apple3,apple4,c1,c2,c3,c4,c5
3,121.123,24.765,2020/07/24,"13:00
",6,,,banana,banana1,banana2,banana3,banana4,c1,c2,c3,c4,c5
4,121.573642846128,25.0796219139654,2020-08-27,11:13,5,0.0,-1.0,UFC GYM 內科模範館,Taipei Municipal Neihu Vocational High School,新世紀企業總部大樓,The Executive Centre - Neihu New Century Building | Serviced & Virtual Offices and Workspace,STARBUCKS COFFEE,gym,school,point_of_interest,real_estate_agency,cafe
5,121.573642846128,25.0796219139654,2020-08-27,11:13,5,0.0,-1.0,UFC GYM 內科模範館,Taipei Municipal Neihu Vocational High School,新世紀企業總部大樓,The Executive Centre - Neihu New Century Building | Serviced & Virtual Offices and Workspace,STARBUCKS COFFEE,gym,school,point_of_interest,real_estate_agency,cafe
6,121.573642846128,25.0796219139654,2020-08-27,11:13,5,0.0,-1.0,UFC GYM 內科模範館,Taipei Municipal Neihu Vocational High School,新世紀企業總部大樓,The Executive Centre - Neihu New Century Building | Serviced & Virtual Offices and Workspace,STARBUCKS COFFEE,gym,school,point_of_interest,real_estate_agency,cafe
7,121.573642846128,25.0796219139654,2020-08-27,11:13,5,0.0,-1.0,UFC GYM 內科模範館,Taipei Municipal Neihu Vocational High School,新世紀企業總部大樓,The Executive Centre - Neihu New Century Building | Serviced & Virtual Offices and Workspace,STARBUCKS COFFEE,gym,school,point_of_interest,real_estate_agency,cafe
8,121.57373068247,25.0796588714715,2020-08-27,11:37,5,0.0,-1.0,UFC GYM 內科模範館,Taipei Municipal Neihu Vocational High School,STARBUCKS COFFEE,LOUISA COFFEE 路易莎咖啡 (內湖洲子店),The Executive Centre - Neihu New Century Building | Serviced & Virtual Offices and Workspace,gym,school,cafe,cafe,real_estate_agency
9,121.57373068247,25.0796588714715,2020-08-27,11:37,5,0.0,-1.0,UFC GYM 內科模範館,Taipei Municipal Neihu Vocational High School,STARBUCKS COFFEE,LOUISA COFFEE 路易莎咖啡 (內湖洲子店),The Executive Centre - Neihu New Century Building | Serviced & Virtual Offices and Workspace,gym,school,cafe,cafe,real_estate_agency
10,121.57373068247,25.0796588714715,2020-08-27,11:37,5,0.0,-1.0,UFC GYM 內科模範館,Taipei Municipal Neihu Vocational High School,STARBUCKS COFFEE,LOUISA COFFEE 路易莎咖啡 (內湖洲子店),The Executive Centre - Neihu New Century Building | Serviced & Virtual Offices and Workspace,gym,school,cafe,cafe,real_estate_agency
11,121.568811128129,25.081999560104,2020-08-27,12:09,5,0.0,-1.0,馬可先生健康烘焙內湖店,全美自助餐店,合點壽司 がってん寿司 內湖店,洋酒城 內湖門市,萬兩食堂,bakery,restaurant,restaurant,liquor_store,restaurant
12,121.568811128129,25.081999560104,2020-08-27,12:09,5,0.0,-1.0,馬可先生健康烘焙內湖店,全美自助餐店,合點壽司 がってん寿司 內湖店,洋酒城 內湖門市,萬兩食堂,bakery,restaurant,restaurant,liquor_store,restaurant
13,121.567672472125,25.0821382819326,2020-08-27,12:09,5,0.0,-1.0,Xihu,7-ELEVEN,芳琳滷肉飯,Xihu Market,中華電信 內湖西湖,subway_station,convenience_store,restaurant,point_of_interest,point_of_interest
