location_id,longitude,latitude,start_date,start_time,weekday,duration,speed,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
1,121.576,24.986,2020/07/22,11:00,4,,,myhome,myhome1,myhome2,myhome3,myhome4,c1,c2,c3,c4,c5
2,121.443,24.433,2020/07/23,12:00,5,,,apple,apple1,apple2,apple3,apple4,c1,c2,c3,c4,c5
3,121.123,24.765,2020/07/24,"13:00
",6,,,banana,banana1,banana2,banana3,banana4,c1,c2,c3,c4,c5
4,121.562974237884,25.0873775464522,2020-09-04,12:10,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,Graffee Cafe 咖啡街35弄1號,TOYOTA 內湖營業所,restaurant,electronics_store,convenience_store,food,car_dealer
5,121.562974237884,25.0873775464522,2020-09-04,12:10,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,Graffee Cafe 咖啡街35弄1號,TOYOTA 內湖營業所,restaurant,electronics_store,convenience_store,food,car_dealer
6,121.562974237884,25.0873775464522,2020-09-04,12:10,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,Graffee Cafe 咖啡街35弄1號,TOYOTA 內湖營業所,restaurant,electronics_store,convenience_store,food,car_dealer
7,121.563033395494,25.0873348095617,2020-09-04,12:10,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,TOYOTA 內湖營業所,汎美自助餐,restaurant,electronics_store,convenience_store,car_dealer,restaurant
8,121.563033395494,25.0873348095617,2020-09-04,12:10,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,TOYOTA 內湖營業所,汎美自助餐,restaurant,electronics_store,convenience_store,car_dealer,restaurant
9,121.563033395494,25.0873348095617,2020-09-04,12:10,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,TOYOTA 內湖營業所,汎美自助餐,restaurant,electronics_store,convenience_store,car_dealer,restaurant
10,121.563047706367,25.0873684291589,2020-09-04,12:11,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,三顧茅廬-文湖店,義麵小舖,restaurant,electronics_store,convenience_store,restaurant,restaurant
11,121.563047706367,25.0873684291589,2020-09-04,12:11,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,三顧茅廬-文湖店,義麵小舖,restaurant,electronics_store,convenience_store,restaurant,restaurant
12,121.563047706367,25.0873684291589,2020-09-04,12:11,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,三顧茅廬-文湖店,義麵小舖,restaurant,electronics_store,convenience_store,restaurant,restaurant
13,121.563047706367,25.0873684291589,2020-09-04,12:11,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,三顧茅廬-文湖店,義麵小舖,restaurant,electronics_store,convenience_store,restaurant,restaurant
14,121.563076100329,25.0873749368183,2020-09-04,12:13,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),restaurant,electronics_store,convenience_store,real_estate_agency,cafe
15,121.563076100329,25.0873749368183,2020-09-04,12:13,6,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),restaurant,electronics_store,convenience_store,real_estate_agency,cafe
