location_id,longitude,latitude,start_date,start_time,weekday,duration,speed,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
1,121.576,24.986,2020/07/22,11:00,4,,,myhome,myhome1,myhome2,myhome3,myhome4,c1,c2,c3,c4,c5
2,121.443,24.433,2020/07/23,12:00,5,,,apple,apple1,apple2,apple3,apple4,c1,c2,c3,c4,c5
3,121.123,24.765,2020/07/24,"13:00
",6,,,banana,banana1,banana2,banana3,banana4,c1,c2,c3,c4,c5
4,121.563025914011,25.0872815915413,2020-08-26,10:36,4,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),restaurant,electronics_store,convenience_store,real_estate_agency,cafe
5,121.563025914011,25.0872815915413,2020-08-26,10:36,4,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),restaurant,electronics_store,convenience_store,real_estate_agency,cafe
6,121.563025914011,25.0872815915413,2020-08-26,10:36,4,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),restaurant,electronics_store,convenience_store,real_estate_agency,cafe
7,121.563064698553,25.0873242464076,2020-08-26,11:04,4,0.0,-1.0,軟訊資訊有限公司,阿華食堂,Family Mart,赫里翁 - 接待中心,TOYOTA 內湖營業所,electronics_store,restaurant,convenience_store,real_estate_agency,car_dealer
8,121.563064698553,25.0873242464076,2020-08-26,11:04,4,0.0,-1.0,軟訊資訊有限公司,阿華食堂,Family Mart,赫里翁 - 接待中心,TOYOTA 內湖營業所,electronics_store,restaurant,convenience_store,real_estate_agency,car_dealer
9,121.563064698553,25.0873242464076,2020-08-26,11:04,4,0.0,-1.0,軟訊資訊有限公司,阿華食堂,Family Mart,赫里翁 - 接待中心,TOYOTA 內湖營業所,electronics_store,restaurant,convenience_store,real_estate_agency,car_dealer
10,121.563072789508,25.0873448940547,2020-08-26,11:07,4,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,Takming University of Science and Technology,restaurant,electronics_store,convenience_store,real_estate_agency,university
11,121.563072789508,25.0873448940547,2020-08-26,11:07,4,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,Takming University of Science and Technology,restaurant,electronics_store,convenience_store,real_estate_agency,university
12,121.563072789508,25.0873448940547,2020-08-26,11:07,4,0.0,-1.0,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,Takming University of Science and Technology,restaurant,electronics_store,convenience_store,real_estate_agency,university
13,121.562631954613,25.0864363619436,2020-08-26,12:24,4,0.0,-1.0,TOYOTA 內湖營業所,DUCATI,興沛動物醫院,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),Family Mart,car_dealer,point_of_interest,veterinary_care,cafe,convenience_store
14,25.0872802734375,25.0872802734375,2020-08-26,12:24,4,0.0,-1.0,mo家,2,,,,Home,exiting,,,
15,25.0872802734375,25.0872802734375,2020-08-26,12:24,4,0.0,-1.0,mo家,2,,,,Home,entering,,,
16,121.561969899834,25.0857624446316,2020-08-26,12:25,4,0.0,1.11508786678314,銀河互動網路股份有限公司,DUCATI,禾伸堂企業股份有限公司,TOYOTA 內湖營業所,興沛動物醫院,school,point_of_interest,point_of_interest,car_dealer,veterinary_care
