location_id,longitude,latitude,start_date,start_time,weekday,duration,speed,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
1,121.576,24.986,2020/07/22,11:00,4,,,myhome,myhome1,myhome2,myhome3,myhome4,c1,c2,c3,c4,c5
2,121.443,24.433,2020/07/23,12:00,5,,,apple,apple1,apple2,apple3,apple4,c1,c2,c3,c4,c5
3,121.123,24.765,2020/07/24,"13:00
",6,,,banana,banana1,banana2,banana3,banana4,c1,c2,c3,c4,c5
4,120.675579448891,24.165742129798,2020-08-22,11:12,7,0.0,-1.0,7-ELEVEN 昌鴻門市,Corico咖哩食所,SoGoods說故事-台中密室逃脫工作室,Family Mart,一起找晨-山西店,convenience_store,restaurant,point_of_interest,convenience_store,restaurant
5,120.675579448891,24.165742129798,2020-08-22,11:12,7,0.0,-1.0,7-ELEVEN 昌鴻門市,Corico咖哩食所,SoGoods說故事-台中密室逃脫工作室,Family Mart,一起找晨-山西店,convenience_store,restaurant,point_of_interest,convenience_store,restaurant
6,120.675579247102,24.1657420709446,2020-08-22,11:12,7,0.0,-1.0,7-ELEVEN 昌鴻門市,Corico咖哩食所,SoGoods說故事-台中密室逃脫工作室,Family Mart,一起找晨-山西店,convenience_store,restaurant,point_of_interest,convenience_store,restaurant
7,120.675579247102,24.1657420709446,2020-08-22,11:12,7,0.0,-1.0,7-ELEVEN 昌鴻門市,Corico咖哩食所,SoGoods說故事-台中密室逃脫工作室,Family Mart,一起找晨-山西店,convenience_store,restaurant,point_of_interest,convenience_store,restaurant
8,120.675700297241,24.1656167430438,2020-08-22,11:12,7,0.0,-1.0,7-ELEVEN 昌鴻門市,SoGoods說故事-台中密室逃脫工作室,Corico咖哩食所,多倫多藥局,Family Mart,convenience_store,point_of_interest,restaurant,pharmacy,convenience_store
9,120.675700297241,24.1656167430438,2020-08-22,11:12,7,0.0,-1.0,7-ELEVEN 昌鴻門市,SoGoods說故事-台中密室逃脫工作室,Corico咖哩食所,多倫多藥局,Family Mart,convenience_store,point_of_interest,restaurant,pharmacy,convenience_store
10,120.675627894672,24.1655290680472,2020-08-22,11:13,7,0.0,-1.0,7-ELEVEN 昌鴻門市,SoGoods說故事-台中密室逃脫工作室,Corico咖哩食所,多倫多藥局,Family Mart,convenience_store,point_of_interest,restaurant,pharmacy,convenience_store
11,120.675627894672,24.1655290680472,2020-08-22,11:13,7,0.0,-1.0,7-ELEVEN 昌鴻門市,SoGoods說故事-台中密室逃脫工作室,Corico咖哩食所,多倫多藥局,Family Mart,convenience_store,point_of_interest,restaurant,pharmacy,convenience_store
12,120.675627894672,24.1655290680472,2020-08-22,11:13,7,0.0,-1.0,7-ELEVEN 昌鴻門市,SoGoods說故事-台中密室逃脫工作室,Corico咖哩食所,多倫多藥局,Family Mart,convenience_store,point_of_interest,restaurant,pharmacy,convenience_store
13,120.675630832333,24.165529958979,2020-08-22,11:46,7,0.0,-1.0,7-ELEVEN 昌鴻門市,Corico咖哩食所,SoGoods說故事-台中密室逃脫工作室,多倫多藥局,Family Mart,convenience_store,restaurant,point_of_interest,pharmacy,convenience_store
14,120.675630832333,24.165529958979,2020-08-22,11:46,7,0.0,-1.0,7-ELEVEN 昌鴻門市,Corico咖哩食所,SoGoods說故事-台中密室逃脫工作室,多倫多藥局,Family Mart,convenience_store,restaurant,point_of_interest,pharmacy,convenience_store
